Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,662,Saint Lucia,5532,Producer Price (USD/tonne),1235,"Pumpkins, squash and gourds",2019,2019,7021,Annual value,USD,2585.2,A,Official figure
PP,Producer Prices,662,Saint Lucia,5532,Producer Price (USD/tonne),1234,Tomatoes,2019,2019,7021,Annual value,USD,3075.9,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1212,Cabbages,2019,2019,7021,Annual value,USD,873.6,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,7021,Annual value,USD,1104.9,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1232,Cucumbers and gherkins,2019,2019,7021,Annual value,USD,377.4,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1233,Eggplants (aubergines),2019,2019,7021,Annual value,USD,874.2,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1239.01,Okra,2019,2019,7021,Annual value,USD,835.3,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1241.9,"Other beans, green",2019,2019,7021,Annual value,USD,1419.3,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1290.9,"Other vegetables, fresh n.e.c.",2019,2019,7021,Annual value,USD,977.2,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1235,"Pumpkins, squash and gourds",2019,2019,7021,Annual value,USD,548.4,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1241.01,String beans,2019,2019,7021,Annual value,USD,1064,A,Official figure
PP,Producer Prices,740,Suriname,5532,Producer Price (USD/tonne),1234,Tomatoes,2019,2019,7021,Annual value,USD,1018.4,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1212,Cabbages,2019,2019,7021,Annual value,USD,1308.7,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1213,Cauliflowers and broccoli,2019,2019,7021,Annual value,USD,2021,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,7021,Annual value,USD,3261.6,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1232,Cucumbers and gherkins,2019,2019,7021,Annual value,USD,678.4,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1233,Eggplants (aubergines),2019,2019,7021,Annual value,USD,1096.4,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1290.01,Green corn (maize),2019,2019,7021,Annual value,USD,2616.2,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1214,Lettuce and chicory,2019,2019,7021,Annual value,USD,5565.6,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1239.01,Okra,2019,2019,7021,Annual value,USD,2699.3,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1235,"Pumpkins, squash and gourds",2019,2019,7021,Annual value,USD,307,A,Official figure
PP,Producer Prices,780,Trinidad and Tobago,5532,Producer Price (USD/tonne),1234,Tomatoes,2019,2019,7021,Annual value,USD,1271.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1251,Carrots and turnips,2019,2019,7021,Annual value,USD,425.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,2019,7021,Annual value,USD,1361.5,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1290.01,Green corn (maize),2019,2019,7021,Annual value,USD,992.8,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1252,Green garlic,2019,2019,7021,Annual value,USD,2240.8,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,7021,Annual value,USD,663.7,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1235,"Pumpkins, squash and gourds",2019,2019,7021,Annual value,USD,491.8,A,Official figure
PP,Producer Prices,858,Uruguay,5532,Producer Price (USD/tonne),1234,Tomatoes,2019,2019,7021,Annual value,USD,1355.8,A,Official figure
,,,,,,,,,,,,,868.3,,
