"","region","time_period","strategy_id","difference_variable","difference_value","variable","value"
"287","mexico",8,3025,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"288","mexico",9,3025,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"289","brazil",0,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"290","brazil",1,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"291","brazil",10,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"292","brazil",11,3027,"diff_energy_consumption_scoe_total",-2.51029321300166,"technical_cost",13957230.2642892
"293","brazil",12,3027,"diff_energy_consumption_scoe_total",-5.09678180303172,"technical_cost",28338106.8248563
"294","brazil",13,3027,"diff_energy_consumption_scoe_total",-7.76567695219546,"technical_cost",43177163.8542068
"295","brazil",14,3027,"diff_energy_consumption_scoe_total",-10.5231182056837,"technical_cost",58508537.2236011
"296","brazil",15,3027,"diff_energy_consumption_scoe_total",-13.3752035576249,"technical_cost",74366131.7803944
"297","brazil",16,3027,"diff_energy_consumption_scoe_total",-16.3114700461797,"technical_cost",90691773.4567591
"298","brazil",17,3027,"diff_energy_consumption_scoe_total",-19.3491812745715,"technical_cost",107581447.886617
"299","brazil",18,3027,"diff_energy_consumption_scoe_total",-22.4945381428547,"technical_cost",125069632.074272
"300","brazil",19,3027,"diff_energy_consumption_scoe_total",-25.7538012679038,"technical_cost",143191135.049545
"301","brazil",2,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"302","brazil",20,3027,"diff_energy_consumption_scoe_total",-29.1333083120221,"technical_cost",161981194.214843
"303","brazil",21,3027,"diff_energy_consumption_scoe_total",-32.6537389019295,"technical_cost",181554788.294728
"304","brazil",22,3027,"diff_energy_consumption_scoe_total",-36.3126618354022,"technical_cost",201898399.804836
"305","brazil",23,3027,"diff_energy_consumption_scoe_total",-40.117529064446,"technical_cost",223053461.59832
"306","brazil",24,3027,"diff_energy_consumption_scoe_total",-44.0759767538957,"technical_cost",245062430.75166
"307","brazil",25,3027,"diff_energy_consumption_scoe_total",-48.1958426127489,"technical_cost",267968884.926884
"308","brazil",26,3027,"diff_energy_consumption_scoe_total",-52.5006287383371,"technical_cost",291903495.785154
"309","brazil",27,3027,"diff_energy_consumption_scoe_total",-56.9886923050553,"technical_cost",316857129.216108
"310","brazil",28,3027,"diff_energy_consumption_scoe_total",-61.6694174885993,"technical_cost",342881961.236612
"311","brazil",29,3027,"diff_energy_consumption_scoe_total",-66.552516913328,"technical_cost",370031994.038103
"312","brazil",3,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"313","brazil",30,3027,"diff_energy_consumption_scoe_total",-71.6480512523444,"technical_cost",398363164.963035
"314","brazil",31,3027,"diff_energy_consumption_scoe_total",-76.9727701949996,"technical_cost",427968602.284198
"315","brazil",32,3027,"diff_energy_consumption_scoe_total",-82.5366817508875,"technical_cost",458903950.534935
"316","brazil",33,3027,"diff_energy_consumption_scoe_total",-88.3520503697141,"technical_cost",491237400.05561
"317","brazil",34,3027,"diff_energy_consumption_scoe_total",-94.4316634459119,"technical_cost",525040048.75927
"318","brazil",35,3027,"diff_energy_consumption_scoe_total",-100.788858465608,"technical_cost",560386053.068778
"319","brazil",4,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"320","brazil",5,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"321","brazil",6,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"322","brazil",7,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"323","brazil",8,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"324","brazil",9,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"325","chile",0,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"326","chile",1,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"327","chile",10,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"328","chile",11,3027,"diff_energy_consumption_scoe_total",-0.39354863477746,"technical_cost",2188130.40936268
"329","chile",12,3027,"diff_energy_consumption_scoe_total",-0.804060635923349,"technical_cost",4470577.13573382
"330","chile",13,3027,"diff_energy_consumption_scoe_total",-1.23272043816178,"technical_cost",6853925.63617948
"331","chile",14,3027,"diff_energy_consumption_scoe_total",-1.68071141040031,"technical_cost",9344755.4418257
"332","chile",15,3027,"diff_energy_consumption_scoe_total",-2.14922206286889,"technical_cost",11949674.669551
"333","chile",16,3027,"diff_energy_consumption_scoe_total",-2.63817525367108,"technical_cost",14668254.4104112
"334","chile",17,3027,"diff_energy_consumption_scoe_total",-3.14974174236494,"technical_cost",17512564.0875491
"335","chile",18,3027,"diff_energy_consumption_scoe_total",-3.68520611867928,"technical_cost",20489746.0198568
"336","chile",19,3027,"diff_energy_consumption_scoe_total",-4.2458785044667,"technical_cost",23607084.4848349
"337","chile",2,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"338","chile",20,3027,"diff_energy_consumption_scoe_total",-4.83309900094349,"technical_cost",26872030.4452458
"339","chile",21,3027,"diff_energy_consumption_scoe_total",-5.4552877560937,"technical_cost",30331399.923881
"340","chile",22,3027,"diff_energy_consumption_scoe_total",-6.10877917652897,"technical_cost",33964812.2215011
"341","chile",23,3027,"diff_energy_consumption_scoe_total",-6.79523317816904,"technical_cost",37781496.4706199
"342","chile",24,3027,"diff_energy_consumption_scoe_total",-7.51636736436501,"technical_cost",41791002.5458695
"343","chile",25,3027,"diff_energy_consumption_scoe_total",-8.27395897160625,"technical_cost",46003211.8821307
"344","chile",26,3027,"diff_energy_consumption_scoe_total",-9.08464017836536,"technical_cost",50510599.3917114
"345","chile",27,3027,"diff_energy_consumption_scoe_total",-9.93864790656176,"technical_cost",55258882.3604834
"346","chile",28,3027,"diff_energy_consumption_scoe_total",-10.8382701225378,"technical_cost",60260781.88131
"347","chile",29,3027,"diff_energy_consumption_scoe_total",-11.7858918698955,"technical_cost",65529558.7966191
"348","chile",3,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"349","chile",30,3027,"diff_energy_consumption_scoe_total",-12.7840022291044,"technical_cost",71079052.3938206
"350","chile",31,3027,"diff_energy_consumption_scoe_total",-13.8403505621644,"technical_cost",76952349.1256342
"351","chile",32,3027,"diff_energy_consumption_scoe_total",-14.9541497064341,"technical_cost",83145072.3677737
"352","chile",33,3027,"diff_energy_consumption_scoe_total",-16.1284898056161,"technical_cost",89674403.3192257
"353","chile",34,3027,"diff_energy_consumption_scoe_total",-17.3666099739112,"technical_cost",96558351.4549462
"354","chile",35,3027,"diff_energy_consumption_scoe_total",-18.6719089651984,"technical_cost",103815813.846503
"355","chile",4,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"356","chile",5,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"357","chile",6,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"358","chile",7,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"359","chile",8,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"360","chile",9,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"361","ecuador",0,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"362","ecuador",1,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"363","ecuador",10,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"364","ecuador",11,3027,"diff_energy_consumption_scoe_total",-0.289386642209109,"technical_cost",1608989.73068265
"365","ecuador",12,3027,"diff_energy_consumption_scoe_total",-0.599520346035177,"technical_cost",3333333.12395559
"366","ecuador",13,3027,"diff_energy_consumption_scoe_total",-0.931265721310922,"technical_cost",5177837.41048873
"367","ecuador",14,3027,"diff_energy_consumption_scoe_total",-1.28550210374081,"technical_cost",7147391.69679891
"368","ecuador",15,3027,"diff_energy_consumption_scoe_total",-1.66312401237769,"technical_cost",9246969.50881997
"369","ecuador",16,3027,"diff_energy_consumption_scoe_total",-2.07268743051398,"technical_cost",11524142.1136577
"370","ecuador",17,3027,"diff_energy_consumption_scoe_total",-2.51047776638291,"technical_cost",13958256.381089
"371","ecuador",18,3027,"diff_energy_consumption_scoe_total",-2.97765630367786,"technical_cost",16555769.0484489
"372","ecuador",19,3027,"diff_energy_consumption_scoe_total",-3.47541316372741,"technical_cost",19323297.1903244
"373","ecuador",2,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"374","ecuador",20,3027,"diff_energy_consumption_scoe_total",-4.00496725369942,"technical_cost",22267617.9305688
"375","ecuador",21,3027,"diff_energy_consumption_scoe_total",-4.59591169991597,"technical_cost",25553269.0515328
"376","ecuador",22,3027,"diff_energy_consumption_scoe_total",-5.22791553219395,"technical_cost",29067210.3589983
"377","ecuador",23,3027,"diff_energy_consumption_scoe_total",-5.90275531198807,"technical_cost",32819319.5346537
"378","ecuador",24,3027,"diff_energy_consumption_scoe_total",-6.62226252178783,"technical_cost",36819779.6211403
"379","ecuador",25,3027,"diff_energy_consumption_scoe_total",-7.38832295200081,"technical_cost",41079075.6131245
"380","ecuador",26,3027,"diff_energy_consumption_scoe_total",-8.25437495016803,"technical_cost",45894324.7229342
"381","ecuador",27,3027,"diff_energy_consumption_scoe_total",-9.18059462556886,"technical_cost",51044106.1181628
"382","ecuador",28,3027,"diff_energy_consumption_scoe_total",-10.1697661607203,"technical_cost",56543899.8536046
"383","ecuador",29,3027,"diff_energy_consumption_scoe_total",-11.2247714803183,"technical_cost",62409729.4305696
"384","ecuador",3,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"385","ecuador",30,3027,"diff_energy_consumption_scoe_total",-12.3485923257143,"technical_cost",68658173.3309716
"386","ecuador",31,3027,"diff_energy_consumption_scoe_total",-13.6268274773798,"technical_cost",75765160.7742319
"387","ecuador",32,3027,"diff_energy_consumption_scoe_total",-14.9937550163843,"technical_cost",83365277.8910966
"388","ecuador",33,3027,"diff_energy_consumption_scoe_total",-16.4537441794305,"technical_cost",91482817.6376338
"389","ecuador",34,3027,"diff_energy_consumption_scoe_total",-18.0113337287775,"technical_cost",100143015.532003
"390","ecuador",35,3027,"diff_energy_consumption_scoe_total",-19.6712383302736,"technical_cost",109372085.116321
"391","ecuador",4,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"392","ecuador",5,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"393","ecuador",6,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"394","ecuador",7,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"395","ecuador",8,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"396","ecuador",9,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"397","mexico",0,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"398","mexico",1,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"399","mexico",10,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"400","mexico",11,3027,"diff_energy_consumption_scoe_total",-1.84104074732454,"technical_cost",10236186.5551245
"401","mexico",12,3027,"diff_energy_consumption_scoe_total",-3.74669580583668,"technical_cost",20831628.6804519
"402","mexico",13,3027,"diff_energy_consumption_scoe_total",-5.7211630527695,"technical_cost",31809666.5733984
"403","mexico",14,3027,"diff_energy_consumption_scoe_total",-7.76859144967671,"technical_cost",43193368.4602025
"404","mexico",15,3027,"diff_energy_consumption_scoe_total",-9.89309863829067,"technical_cost",55005628.4288961
"405","mexico",16,3027,"diff_energy_consumption_scoe_total",-12.1104993999875,"technical_cost",67334376.6639304
"406","mexico",17,3027,"diff_energy_consumption_scoe_total",-14.4187167866644,"technical_cost",80168065.333854
"407","mexico",18,3027,"diff_energy_consumption_scoe_total",-16.8225932470905,"technical_cost",93533618.4538231
"408","mexico",19,3027,"diff_energy_consumption_scoe_total",-19.3270166638972,"technical_cost",107458212.651268
"409","mexico",2,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"410","mexico",20,3027,"diff_energy_consumption_scoe_total",-21.9369318635049,"technical_cost",121969341.161087
"411","mexico",21,3027,"diff_energy_consumption_scoe_total",-24.6886018567957,"technical_cost",137268626.323784
"412","mexico",22,3027,"diff_energy_consumption_scoe_total",-27.5646282110197,"technical_cost",153259332.853269
"413","mexico",23,3027,"diff_energy_consumption_scoe_total",-30.5710859900992,"technical_cost",169975238.104951
"414","mexico",24,3027,"diff_energy_consumption_scoe_total",-33.7141968714482,"technical_cost",187450934.605252
"415","mexico",25,3027,"diff_energy_consumption_scoe_total",-37.0003391958971,"technical_cost",205721885.929188
"416","mexico",26,3027,"diff_energy_consumption_scoe_total",-40.5318709012631,"technical_cost",225357202.211023
"417","mexico",27,3027,"diff_energy_consumption_scoe_total",-44.2388114032688,"technical_cost",245967791.402174
"418","mexico",28,3027,"diff_energy_consumption_scoe_total",-48.1296953657861,"technical_cost",267601106.233771
"419","mexico",29,3027,"diff_energy_consumption_scoe_total",-52.2133569206012,"technical_cost",290306264.478543
"420","mexico",3,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"421","mexico",30,3027,"diff_energy_consumption_scoe_total",-56.4989440876652,"technical_cost",314134129.127419
"422","mexico",31,3027,"diff_energy_consumption_scoe_total",-61.2018391391557,"technical_cost",340282225.613706
"423","mexico",32,3027,"diff_energy_consumption_scoe_total",-66.1600722331009,"technical_cost",367850001.616041
"424","mexico",33,3027,"diff_energy_consumption_scoe_total",-71.3866533034488,"technical_cost",396909792.367176
"425","mexico",34,3027,"diff_energy_consumption_scoe_total",-76.8951587983452,"technical_cost",427537082.918799
"426","mexico",35,3027,"diff_energy_consumption_scoe_total",-82.6997548262079,"technical_cost",459810636.833716
"427","mexico",4,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"428","mexico",5,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"429","mexico",6,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"430","mexico",7,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"431","mexico",8,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"432","mexico",9,3027,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"433","brazil",0,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"434","brazil",1,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"435","brazil",10,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"436","brazil",11,3029,"diff_energy_consumption_scoe_total",-3.09341362675923,"technical_cost",384176.902200871
"437","brazil",12,3029,"diff_energy_consumption_scoe_total",-6.274887439537,"technical_cost",691380.858022948
"438","brazil",13,3029,"diff_energy_consumption_scoe_total",-9.55184717427983,"technical_cost",933720.582508781
"439","brazil",14,3029,"diff_energy_consumption_scoe_total",-12.9316058643249,"technical_cost",1121502.33466328
"440","brazil",15,3029,"diff_energy_consumption_scoe_total",-16.4214014090285,"technical_cost",1263502.46993083
"441","brazil",16,3029,"diff_energy_consumption_scoe_total",-20.0079467529868,"technical_cost",1365798.26419843
"442","brazil",17,3029,"diff_energy_consumption_scoe_total",-23.7122453168008,"technical_cost",1436067.5484674
"443","brazil",18,3029,"diff_energy_consumption_scoe_total",-27.5415851906669,"technical_cost",1479821.31157652
"444","brazil",19,3029,"diff_energy_consumption_scoe_total",-31.5033032696833,"technical_cost",1501739.46508692
"445","brazil",2,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"446","brazil",20,3029,"diff_energy_consumption_scoe_total",-35.6048061918705,"technical_cost",1505793.02672092
"447","brazil",21,3029,"diff_energy_consumption_scoe_total",-39.8672865525637,"technical_cost",1495861.85861913
"448","brazil",22,3029,"diff_energy_consumption_scoe_total",-44.2902231303406,"technical_cost",1474350.81678833
"449","brazil",23,3029,"diff_energy_consumption_scoe_total",-48.8822389761513,"technical_cost",1443650.98622208
"450","brazil",24,3029,"diff_energy_consumption_scoe_total",-53.6521497083158,"technical_cost",1405776.9084685
"451","brazil",25,3029,"diff_energy_consumption_scoe_total",-58.6089839148094,"technical_cost",1362421.92891558
"452","brazil",26,3029,"diff_energy_consumption_scoe_total",-63.7761297905636,"technical_cost",1315296.75707845
"453","brazil",27,3029,"diff_energy_consumption_scoe_total",-69.1547866645292,"technical_cost",1265336.36592843
"454","brazil",28,3029,"diff_energy_consumption_scoe_total",-74.7556783720465,"technical_cost",1213517.61937334
"455","brazil",29,3029,"diff_energy_consumption_scoe_total",-80.589884061073,"technical_cost",1160648.15661242
"456","brazil",3,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"457","brazil",30,3029,"diff_energy_consumption_scoe_total",-86.6688601879086,"technical_cost",1107391.78012363
"458","brazil",31,3029,"diff_energy_consumption_scoe_total",-93.0063930843071,"technical_cost",1054312.04501388
"459","brazil",32,3029,"diff_energy_consumption_scoe_total",-99.6185124374083,"technical_cost",1001877.38555541
"460","brazil",33,3029,"diff_energy_consumption_scoe_total",-106.519093866522,"technical_cost",950430.009008931
"461","brazil",34,3029,"diff_energy_consumption_scoe_total",-113.722583563487,"technical_cost",900238.433135246
"462","brazil",35,3029,"diff_energy_consumption_scoe_total",-121.24402769671,"technical_cost",851509.197033125
"463","brazil",4,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"464","brazil",5,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"465","brazil",6,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"466","brazil",7,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"467","brazil",8,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"468","brazil",9,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"469","chile",0,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"470","chile",1,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"471","chile",10,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"472","chile",11,3029,"diff_energy_consumption_scoe_total",-0.53627420432008,"technical_cost",66600.9099991466
"473","chile",12,3029,"diff_energy_consumption_scoe_total",-1.09539662974026,"technical_cost",120693.202713633
"474","chile",13,3029,"diff_energy_consumption_scoe_total",-1.67896853891756,"technical_cost",164124.012200836
"475","chile",14,3029,"diff_energy_consumption_scoe_total",-2.28858844539047,"technical_cost",198479.393164124
"476","chile",15,3029,"diff_energy_consumption_scoe_total",-2.92586061916836,"technical_cost",225122.81545959
"477","chile",16,3029,"diff_energy_consumption_scoe_total",-3.59063258114259,"technical_cost",245106.597255753
"478","chile",17,3029,"diff_energy_consumption_scoe_total",-4.28586306002342,"technical_cost",259561.622083674
"479","chile",18,3029,"diff_energy_consumption_scoe_total",-5.01328236926128,"technical_cost",269365.834959191
"480","chile",19,3029,"diff_energy_consumption_scoe_total",-5.77465419936067,"technical_cost",275273.549385382
"481","chile",2,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"482","chile",20,3029,"diff_energy_consumption_scoe_total",-6.57178169655475,"technical_cost",277932.788019606
"483","chile",21,3029,"diff_energy_consumption_scoe_total",-7.41588851593752,"technical_cost",278251.813404372
"484","chile",22,3029,"diff_energy_consumption_scoe_total",-8.30212233128401,"technical_cost",276364.397717837
"485","chile",23,3029,"diff_energy_consumption_scoe_total",-9.23271222915332,"technical_cost",272671.923264904
"486","chile",24,3029,"diff_energy_consumption_scoe_total",-10.209963926506,"technical_cost",267518.293343499
"487","chile",25,3029,"diff_energy_consumption_scoe_total",-11.2362622780881,"technical_cost",261197.671486095
"488","chile",26,3029,"diff_energy_consumption_scoe_total",-12.3338298039545,"technical_cost",254368.623445368
"489","chile",27,3029,"diff_energy_consumption_scoe_total",-13.4896401932139,"technical_cost",246822.138033119
"490","chile",28,3029,"diff_energy_consumption_scoe_total",-14.7067590264818,"technical_cost",238736.529333497
"491","chile",29,3029,"diff_energy_consumption_scoe_total",-15.988380964828,"technical_cost",230263.203753736
"492","chile",3,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"493","chile",30,3029,"diff_energy_consumption_scoe_total",-17.3378391672119,"technical_cost",221530.322854696
"494","chile",31,3029,"diff_energy_consumption_scoe_total",-18.7653379949999,"technical_cost",212722.171248497
"495","chile",32,3029,"diff_energy_consumption_scoe_total",-20.2699722254295,"technical_cost",203857.960549791
"496","chile",33,3029,"diff_energy_consumption_scoe_total",-21.8558757220627,"technical_cost",195011.799344142
"497","chile",34,3029,"diff_energy_consumption_scoe_total",-23.5273805635759,"technical_cost",186244.908888357
"498","chile",35,3029,"diff_energy_consumption_scoe_total",-25.2890314498981,"technical_cost",177607.452282225
"499","chile",4,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"500","chile",5,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"501","chile",6,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"502","chile",7,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"503","chile",8,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"504","chile",9,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"505","ecuador",0,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"506","ecuador",1,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"507","ecuador",10,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"508","ecuador",11,3029,"diff_energy_consumption_scoe_total",-0.730504304899767,"technical_cost",90722.7143738953
"509","ecuador",12,3029,"diff_energy_consumption_scoe_total",-1.45737977214344,"technical_cost",160577.299121109
"510","ecuador",13,3029,"diff_energy_consumption_scoe_total",-2.18301610713146,"technical_cost",213396.114278862
"511","ecuador",14,3029,"diff_energy_consumption_scoe_total",-2.90950884603606,"technical_cost",252329.138220551
"512","ecuador",15,3029,"diff_energy_consumption_scoe_total",-3.63870893066459,"technical_cost",279971.094228679
"513","ecuador",16,3029,"diff_energy_consumption_scoe_total",-4.38830232441967,"technical_cost",299557.759297595
"514","ecuador",17,3029,"diff_energy_consumption_scoe_total",-5.14883011155274,"technical_cost",311824.870946902
"515","ecuador",18,3029,"diff_energy_consumption_scoe_total",-5.9215886477611,"technical_cost",318169.525053917
"516","ecuador",19,3029,"diff_energy_consumption_scoe_total",-6.7077777072555,"technical_cost",319754.865697203
"517","ecuador",2,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"518","ecuador",20,3029,"diff_energy_consumption_scoe_total",-7.50851402957295,"technical_cost",317548.928811432
"519","ecuador",21,3029,"diff_energy_consumption_scoe_total",-8.37611595338416,"technical_cost",314280.540801764
"520","ecuador",22,3029,"diff_energy_consumption_scoe_total",-9.26937855609691,"technical_cost",308562.813176249
"521","ecuador",23,3029,"diff_energy_consumption_scoe_total",-10.1893205942148,"technical_cost",300923.669473238
"522","ecuador",24,3029,"diff_energy_consumption_scoe_total",-11.1369481937917,"technical_cost",291806.84626353
"523","ecuador",25,3029,"diff_energy_consumption_scoe_total",-12.1132553070845,"technical_cost",281584.213862388
"524","ecuador",26,3029,"diff_energy_consumption_scoe_total",-13.2010185946577,"technical_cost",272253.223968047
"525","ecuador",27,3029,"diff_energy_consumption_scoe_total",-14.3305218454083,"technical_cost",262207.886226157
"526","ecuador",28,3029,"diff_energy_consumption_scoe_total",-15.5030672730666,"technical_cost",251663.093692576
"527","ecuador",29,3029,"diff_energy_consumption_scoe_total",-16.7199831780189,"technical_cost",240799.672071151
"528","ecuador",3,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"529","ecuador",30,3029,"diff_energy_consumption_scoe_total",-17.9826240166772,"technical_cost",229768.915593749
"530","ecuador",31,3029,"diff_energy_consumption_scoe_total",-19.4091758082364,"technical_cost",220020.658363414
"531","ecuador",32,3029,"diff_energy_consumption_scoe_total",-20.8980989134479,"technical_cost",210175.118963343
"532","ecuador",33,3029,"diff_energy_consumption_scoe_total",-22.4514155703024,"technical_cost",200325.578524774
"533","ecuador",34,3029,"diff_energy_consumption_scoe_total",-24.0712076523218,"technical_cost",190549.894150989
"534","ecuador",35,3029,"diff_energy_consumption_scoe_total",-25.759619043826,"technical_cost",180912.437046024
"535","ecuador",4,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"536","ecuador",5,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"537","ecuador",6,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"538","ecuador",7,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"539","ecuador",8,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"540","ecuador",9,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"541","mexico",0,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"542","mexico",1,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"543","mexico",10,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"544","mexico",11,3029,"diff_energy_consumption_scoe_total",-2.51893317377426,"technical_cost",312831.085756035
"545","mexico",12,3029,"diff_energy_consumption_scoe_total",-5.12537278667628,"technical_cost",564724.812848784
"546","mexico",13,3029,"diff_energy_consumption_scoe_total",-7.82502067207156,"technical_cost",764918.316505706
"547","mexico",14,3029,"diff_energy_consumption_scoe_total",-10.6235085933854,"technical_cost",921331.025303345
"548","mexico",15,3029,"diff_energy_consumption_scoe_total",-13.5264223562031,"technical_cost",1040755.75711788
"549","mexico",16,3029,"diff_energy_consumption_scoe_total",-16.5548324021963,"technical_cost",1130079.04499948
"550","mexico",17,3029,"diff_energy_consumption_scoe_total",-19.7061601514631,"technical_cost",1193449.91249592
"551","mexico",18,3029,"diff_energy_consumption_scoe_total",-22.9869597630011,"technical_cost",1235099.31291712
"552","mexico",19,3029,"diff_energy_consumption_scoe_total",-26.4038432632128,"technical_cost",1258651.92989125
"553","mexico",2,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"554","mexico",20,3029,"diff_energy_consumption_scoe_total",-29.9634962117461,"technical_cost",1267211.60645238
"555","mexico",21,3029,"diff_energy_consumption_scoe_total",-33.7143838125908,"technical_cost",1264998.57886259
"556","mexico",22,3029,"diff_energy_consumption_scoe_total",-37.6334172769825,"technical_cost",1252756.37780307
"557","mexico",23,3029,"diff_energy_consumption_scoe_total",-41.7287930731045,"technical_cost",1232386.53825237
"558","mexico",24,3029,"diff_energy_consumption_scoe_total",-46.0089019374795,"technical_cost",1205510.91203855
"559","mexico",25,3029,"diff_energy_consumption_scoe_total",-50.4823424149945,"technical_cost",1173510.36880601
"560","mexico",26,3029,"diff_energy_consumption_scoe_total",-55.2865142442902,"technical_cost",1140209.87373313
"561","mexico",27,3029,"diff_energy_consumption_scoe_total",-60.3275413821675,"technical_cost",1103822.82499416
"562","mexico",28,3029,"diff_energy_consumption_scoe_total",-65.6169063698135,"technical_cost",1065166.87083284
"563","mexico",29,3029,"diff_energy_consumption_scoe_total",-71.1664908004086,"technical_cost",1024933.30673455
"564","mexico",3,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"565","mexico",30,3029,"diff_energy_consumption_scoe_total",-76.9885946341669,"technical_cost",983704.374054301
"566","mexico",31,3029,"diff_energy_consumption_scoe_total",-83.3727303585551,"technical_cost",945105.71722785
"567","mexico",32,3029,"diff_energy_consumption_scoe_total",-90.1011078100751,"technical_cost",906159.509108533
"568","mexico",33,3029,"diff_energy_consumption_scoe_total",-97.1911885262534,"technical_cost",867200.600695568
"569","mexico",34,3029,"diff_energy_consumption_scoe_total",-104.661189668088,"technical_cost",828507.605477244
"570","mexico",35,3029,"diff_energy_consumption_scoe_total",-112.530114651283,"technical_cost",790310.495197774
"571","mexico",4,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"572","mexico",5,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
"573","mexico",6,3029,"diff_energy_consumption_scoe_total",0,"technical_cost",0
